요양기관명,종별,시도,시군구,읍면동,주소,전화번호,홈페이지,개설일자,총의사수,피부과전문의수,좌표X,좌표Y,요양기호
안톤의원,의원,서울,영등포구,신길동,"서울특별시 영등포구 신길로 147, 투란빌딩 5층 (신길동)",02-6956-9547,https://www.antoneclinic.co.kr,46094,1,0,126.9105102,37.505420800000003,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ2MiQyNjEwMDIjNjEjJDEjJDAjJDgz
애플산부인과의원,의원,서울,영등포구,영등포동3가,"서울특별시 영등포구 영중로 12, 에쉐르아이 시네마 쇼핑몰 11001~11004호 (영등포동3가)",02-6331-1800,,45824,1,0,126.90651920000001,37.5176345,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjE0ODEjNTEjJDEjJDYjJDgz
양평연세이비인후과의원,의원,서울,영등포구,양평동2가,"서울특별시 영등포구 영등포로 32, 103호 (양평동2가)",02-2068-6939,,37653,1,0,126.8849524,37.522766900000001,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ2MiQ0NjE0ODEjNDEjJDEjJDQjJDgz
어니스트여성의원,의원,서울,영등포구,여의도동,"서울특별시 영등포구 국제금융로 70, 미원빌딩 4층 401,402호 (여의도동)",02-782-7005,,42188,1,0,126.93068959999999,37.521496200000001,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQ4OSQzNjE4MzIjNTEjJDEjJDYjJDgz
어바인피부과의원,의원,서울,영등포구,여의도동,"서울특별시 영등포구 의사당대로 97, 교보증권빌딩 4층 (여의도동)",02-780-3330,,44264,1,1,126.92459770000001,37.522517899999997,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQ3MiQyNjEyMjIjNzEjJDEjJDgjJDgz
어전트의원,의원,서울,영등포구,영등포동7가,"서울특별시 영등포구 국회대로54길 10, 상가 13동 304호 (영등포동7가, 아크로타워 스퀘어)",02-6267-1563,,45895,1,0,126.9074456,37.523829200000002,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQxMyQyNjE0ODEjNTEjJDEjJDIjJDgz
언제든내과의원,의원,서울,영등포구,당산동4가,"서울특별시 영등포구 당산로41길 11, 당산 SK V1 center west동 118호 (당산동4가)",02-6951-2777,https://언제든내과의원.com,45806,2,0,126.8983704,37.530811900000003,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQxMyQyNjEwMDIjODEjJDEjJDYjJDgz
에센트피부과의원,의원,서울,영등포구,당산동5가,"서울특별시 영등포구 선유동2로 74, 4층 (당산동5가)",02-2632-7575,,46066,1,1,126.898847,37.534890900000001,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz
에스케이내과의원,의원,서울,영등포구,신길동,"서울특별시 영등포구 신길로 150-1, 1층,2층 (신길동)",02-833-3008,,44131,2,0,126.9111099,37.505519700000001,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ5MiQzNjEyMjIjNDEjJDEjJDgjJDgz
에이치엘의원,의원,서울,영등포구,여의도동,"서울특별시 영등포구 여의공원로 101, 119호 (여의도동, 국민일보빌딩)",02-786-7921,,38588,1,0,126.92489930000001,37.529271100000003,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ2MiQyNjE0ODEjNjEjJDEjJDAjJDgz
여의공감성형외과의원,의원,서울,영등포구,여의도동,"서울특별시 영등포구 여의나루로 81, 한마루빌딩 2층 1호 (여의도동)",02-782-0020,,44085,1,0,126.9277354,37.524335800000003,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ5OSQyNjEwMDIjNjEjJDEjJDAjJDgz
여의도더원의원,의원,서울,영등포구,여의도동,"서울특별시 영등포구 국제금융로2길 37, S-TRENUE 305동 1,2호 (여의도동)",02-6958-6020,,45314,2,0,126.92431000000001,37.522986199999998,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQyIyQzIyQwMCQzNjE0ODEjNDEjJDEjJDQjJDgz
여의도라이프케어내과의원,의원,서울,영등포구,여의도동,"서울특별시 영등포구 의사당대로 97, 교보증권빌딩 10층 (여의도동)",02-785-1000,https://lchealth.co.kr/,45539,2,0,126.92459770000001,37.522517899999997,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz
여의도상한가의원,의원,서울,영등포구,여의도동,"서울특별시 영등포구 국제금융로6길 26, 한국노총 3층 (여의도동)",02-6277-2700,,44638,2,0,126.9269298,37.5219345,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQyIyQ5IyQwMCQzNjE4MzIjNTEjJDEjJDIjJDgz
여의도서울의원,의원,서울,영등포구,여의도동,"서울특별시 영등포구 여의대로 24, 지하115호 (여의도동, 전경련회관타워동)",02-782-0051,,41610,1,0,126.919944,37.522178400000001,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ5MiQzNjEwMDIjNTEjJDEjJDIjJDgz
여의도온가정의학과의원,의원,서울,영등포구,여의도동,"서울특별시 영등포구 의사당대로 108, 아일렉스 501호 (여의도동)",02-780-7588,,44643,1,0,126.9238388,37.521005099999996,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQ0NjE0ODEjNTEjJDEjJDYjJDgz
여의도유앤아이의원,의원,서울,영등포구,여의도동,"서울특별시 영등포구 국제금융로6길 33, 6층 (여의도동)",02-6951-5582,,45866,5,0,126.9269566,37.520757500000002,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQxMyQyNjE0ODEjNzEjJDEjJDgjJDgz
여의도이비인후과의원,의원,서울,영등포구,여의도동,"서울특별시 영등포구 국회대로70길 22, 307호 (여의도동, 금강빌딩)",02-761-7375,,40623,1,0,126.92062919999999,37.528604000000001,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQ0NjE0ODEjNDEjJDEjJDQjJDgz
여의도진주소아청소년과의원,의원,서울,영등포구,여의도동,"서울특별시 영등포구 여의대방로 386, 진주상가 402호 (여의도동)",,,45632,2,0,126.9318523,37.5188408,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQwMyQyNjEwMDIjNDEjJDEjJDgjJDgz
여의유항외과의원,의원,서울,영등포구,여의도동,"서울특별시 영등포구 여의대방로69길 19, 204,205,206호 (여의도동)",02-785-6060,,45050,2,0,126.9304241,37.520599300000001,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ4OSQyNjEwMDIjODEjJDEjJDYjJDgz
연세가정의학과의원,의원,서울,영등포구,신길동,"서울특별시 영등포구 영등포로64길 8, 201호 (신길동, 우성상가)",02-834-9826,,37312,1,0,126.9168348,37.514206199999997,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEyMjIjNzEjJDEjJDgjJDgz
연세고운미의원,의원,서울,영등포구,신길동,"서울특별시 영등포구 여의대방로 95, 태창빌딩 2층 1호 (신길동)",02-833-9549,,43454,1,0,126.9171529,37.497654199999999,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQwMyQ0NjE0ODEjNjEjJDEjJDgjJDgz
연세골드의원,의원,서울,영등포구,신길동,"서울특별시 영등포구 도신로 120, 6층 (신길동, 신영빌딩)",02-835-2527,,42794,1,0,126.9054304,37.508215200000002,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQ2MiQ0NjEwMDIjNTEjJDEjJDIjJDgz
연세그린의원,의원,서울,영등포구,양평동5가,"서울특별시 영등포구 양평로 129, (양평동5가)",02-2633-0075,http://www.clinicgreen.co.kr/,40182,1,0,126.8932731,37.537939899999998,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ5OSQ0NjE0ODEjNTEjJDEjJDIjJDgz
연세노블의원,의원,서울,영등포구,양평동3가,"서울특별시 영등포구 선유서로 117, 2층 (양평동3가, 월드프라자)",02-2678-7582,http://www.ysnoble.com,38448,1,0,126.8861653,37.526157300000001,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz
연세리앤피부과의원,의원,서울,영등포구,영등포동3가,"서울특별시 영등포구 영중로 18, 4층 (영등포동3가, 금강제화빌딩)",02-2671-9300,http://www.leeand.co.kr,39504,1,1,126.90620180000001,37.517984200000001,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQyIyQ3IyQwMCQyNjEwMDIjODEjJDEjJDYjJDgz
연세미엔의원,의원,서울,영등포구,신길동,"서울특별시 영등포구 신길로 36, 3층 (신길동)",02-844-5718,http://,37810,1,0,126.9087385,37.4957913,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz
연세바른정형외과의원,의원,서울,영등포구,당산동6가,"서울특별시 영등포구 양평로 22, 4,5층 (당산동6가)",02-6929-3075,,43276,1,0,126.90393349999999,37.533157299999999,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQwMyQ0NjEwMDIjNDEjJDEjJDgjJDgz
연세부영가정의학과의원,의원,서울,영등포구,신길동,"서울특별시 영등포구 가마산로 439-1, 2층 (신길동)",02-846-0308,,42457,1,0,126.9053876,37.505361299999997,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ2MiQzNjEwMDIjNjEjJDEjJDAjJDgz
연세센트럴소아청소년과의원,의원,서울,영등포구,영등포동7가,"서울특별시 영등포구 국회대로50길 20, 211호 (영등포동7가, 포레나 영등포 센트럴)",02-2633-7742,,42996,1,0,126.9054672,37.523728400000003,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ5OSQ0NjE0ODEjNTEjJDEjJDIjJDgz
연세아폴로여성의원,의원,서울,영등포구,여의도동,"서울특별시 영등포구 국회대로70길 12, 대산빌딩 4층 401~404호 (여의도동)",,,45567,1,0,126.9198852,37.529367800000003,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQyIyQ3IyQwMCQyNjEwMDIjNjEjJDEjJDgjJDgz
연세우리소아청소년과의원,의원,서울,영등포구,문래동3가,"서울특별시 영등포구 선유로 70, 209호 (문래동3가, 우리벤처타운2)",02-2671-3302,,34806,1,0,126.890162,37.5201718,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQ3OSQ0NjEwMDIjODEjJDEjJDYjJDgz
연세우수의원,의원,서울,영등포구,문래동6가,"서울특별시 영등포구 선유서로 40, 1층 (문래동6가, 베어스타운아파트상가)",02-2637-3399,,37536,1,0,126.8852356,37.519241299999997,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ3OSQzNjE0ODEjODEjJDEjJDIjJDgz
연세이충호산부인과의원,의원,서울,영등포구,대림동,"서울특별시 영등포구 대림로 153, 이충호산부인과 2층 (대림동)",02-844-6106,,31595,1,0,126.8998339,37.494440500000003,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQwMyQzNjE0ODEjNDEjJDEjJDQjJDgz
연세탄탄재활의학과의원,의원,서울,영등포구,여의도동,"서울특별시 영등포구 여의대로 24, 전국경제인연합회회관 4층 (여의도동)",02-780-5525,,43469,1,0,126.919944,37.522178400000001,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ3OSQzNjE0ODEjNDEjJDEjJDgjJDgz
연세푸른이비인후과의원,의원,서울,영등포구,신길동,"서울특별시 영등포구 도신로 88, 2층 (신길동)",02-842-8275,,37005,1,0,126.9021424,37.506851900000001,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQyIyQ3IyQwMCQyNjEyMjIjNDEjJDEjJDgjJDgz
연세행복한가정의학과의원,의원,서울,영등포구,대림동,"서울특별시 영등포구 대림로 245, 대림동근생빌딩 1층 (대림동)",02-835-5411,,43255,1,0,126.89639649999999,37.502321100000003,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQ1IyQ2MiQ0NjE0ODEjNDEjJDEjJDgjJDgz
열린마음의원,의원,서울,영등포구,영등포동,"서울특별시 영등포구 영신로19길 23, 2층 202호 (영등포동, 반석빌딩)",02-836-7582,,37523,1,0,126.90542840000001,37.513532499999997,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQxMyQyNjEwMDIjNDEjJDEjJDQjJDgz
영등포데이뷰의원,의원,서울,영등포구,영등포동3가,"서울특별시 영등포구 영중로 12, 에쉐르아이 시네마 쇼핑몰 8003~8005,8007~8015,8017~8020호 (영등포동3가)",02-6952-4842,https://www.daybeauclinic09.com/,46119,1,0,126.90651920000001,37.5176345,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQxMyQzNjE4MzIjNDEjJDEjJDQjJDgz
영등포밴스의원,의원,서울,영등포구,영등포동3가,"서울특별시 영등포구 영중로 12, 에쉐르아이 시네마 쇼핑몰 11005~11009호 (영등포동3가)",02-6956-0780,,45706,2,0,126.90651920000001,37.5176345,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQyIyQzIyQwMCQzNjEwMDIjNDEjJDEjJDgjJDgz
영등포정마취통증의학과의원,의원,서울,영등포구,문래동3가,"서울특별시 영등포구 문래로 83, 아라비즈타워 2층 (문래동3가)",02-6052-3799,,38980,1,0,126.89133630000001,37.519917300000003,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ2MiQzNjEwMDIjNjEjJDEjJDgjJDgz
예성내과의원,의원,서울,영등포구,영등포동,"서울특별시 영등포구 신길로 252, 202호 (영등포동, 영보빌딩)",02-831-0313,,38905,1,0,126.9117698,37.514125700000001,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQxMyQyNjEwMDIjNTEjJDEjJDYjJDgz
예스의원,의원,서울,영등포구,당산동3가,"서울특별시 영등포구 당산로 142-1, 3층 (당산동3가, 클리닉빌딩)",02-2632-8882,http://www.ye-clinic.co.kr,39195,1,0,126.8973287,37.527326600000002,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ4OSQ0NjE0ODEjNjEjJDEjJDgjJDgz
예인소아청소년과의원,의원,서울,영등포구,당산동4가,"서울특별시 영등포구 국회대로37길 25, 302호 (당산동4가)",02-2676-7889,,38234,1,0,126.90059770000001,37.529007800000002,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQyIyQxIyQwMCQyNjE0ODEjNjEjJDEjJDgjJDgz
용피부과의원,의원,서울,영등포구,여의도동,"서울특별시 영등포구 의사당대로 108, 3층 302호 (여의도동, 아일렉스)",02-786-3779,,33264,1,1,126.9238388,37.521005099999996,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ4OSQzNjE0ODEjNzEjJDEjJDgjJDgz
우리들외과의원,의원,서울,영등포구,대림동,"서울특별시 영등포구 가마산로 354, 송림빌딩 2층 (대림동)",02-835-2500,,35024,1,0,126.89832730000001,37.500142799999999,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ4MiQ0NjEwMDIjODEjJDEjJDYjJDgz
우리연세이비인후과의원,의원,서울,영등포구,문래동3가,"서울특별시 영등포구 선유로 70, 206-1호 (문래동3가, 우리벤처타운2)",02-2635-1456,,37278,1,0,126.890162,37.5201718,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNDEjJDEjJDQjJDgz
우리정형외과의원,의원,서울,영등포구,문래동3가,"서울특별시 영등포구 선유로 70, 204호 (문래동3가, 우리벤처타운)",02-3667-3000,,38250,1,0,126.890162,37.5201718,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQxMyQzNjE4MzIjNDEjJDEjJDQjJDgz
웃는아이소아청소년과의원,의원,서울,영등포구,영등포동,"서울특별시 영등포구 도신로29사길 1, 2층 (영등포동)",02-831-8900,,37317,1,0,126.90479670000001,37.510119000000003,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQxIyQzIyQxMyQyNjE0ODEjODEjJDEjJDIjJDgz
유스의원,의원,서울,영등포구,여의도동,"서울특별시 영등포구 의사당대로 108, 아일렉스 4층 407, 408호 (여의도동)",070-4151-2756,,44067,1,0,126.9238388,37.521005099999996,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQwMyQ0NjEwMDIjNzEjJDEjJDgjJDgz
유앤아이의원,의원,서울,영등포구,영등포동3가,"서울특별시 영등포구 영중로 12, 에쉐르아이 시네마 쇼핑몰 7층 (영등포동3가)",02-2636-6020,,43385,9,0,126.90651920000001,37.5176345,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ2MiQyNjE0ODEjNTEjJDEjJDIjJDgz
유쾌한비뇨기과의원,의원,서울,영등포구,영등포동6가,"서울특별시 영등포구 영중로 45, 3층 (영등포동6가)",02-2679-0505,http://www.enjoyuro.com,41320,2,0,126.9044707,37.520460200000002,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ3MiQzNjE0ODEjNjEjJDEjJDgjJDgz
윤문수비뇨기과의원,의원,서울,영등포구,영등포동5가,"서울특별시 영등포구 영중로 46, 4층 (영등포동5가)",02-2069-0221,,38905,1,0,126.9052076,37.520457700000001,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ4MiQ0NjE0ODEjODEjJDEjJDYjJDgz
이강원이비인후과의원,의원,서울,영등포구,영등포동8가,"서울특별시 영등포구 영신로 238, 301호 (영등포동8가, 미소프라자)",2636-5222,,39554,1,0,126.90421670000001,37.528554999999997,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ3MiQ0NjEwMDIjNjEjJDEjJDQjJDgz
이덕기내과의원,의원,서울,영등포구,대림동,"서울특별시 영등포구 디지털로 343, 3,4층 (대림동)",02-834-8875,,44077,3,0,126.8989114,37.488756000000002,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQxMyQzNjEwMDIjODEjJDEjJDIjJDgz
이지함피부과의원,의원,서울,영등포구,여의도동,"서울특별시 영등포구 여의나루로 42, 5층 (여의도동)",02-780-3733,http://www.ljh.co.kr,41996,1,1,126.9249738,37.521470399999998,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQxMyQyNjEyMjIjNzEjJDEjJDgjJDgz
이화미의원,의원,서울,영등포구,대림동,"서울특별시 영등포구 대림로 153, 2층 (대림동)",02-844-6102,http://www.ewhabeauty.com/,39611,1,0,126.8998339,37.494440500000003,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ4MiQyNjE4MzIjNDEjJDEjJDQjJDgz
제미수소아청소년과의원,의원,서울,영등포구,신길동,"서울특별시 영등포구 신풍로 93, 메트하임 3층 306호 (신길동)",02-846-1977,,43585,1,0,126.91664400000001,37.500267299999997,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQwMyQzNjEyMjIjNTEjJDEjJDIjJDgz
젤리피부과의원,의원,서울,영등포구,여의도동,"서울특별시 영등포구 여의대방로65길 24, 호성빌딩 7층 701,702호 (여의도동)",02-780-7252,,45861,2,2,126.9293053,37.520443999999998,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQ4OSQzNjEwMDIjNDEjJDEjJDQjJDgz
조은탑내과의원,의원,서울,영등포구,당산동3가,"서울특별시 영등포구 당산로 118, 5층 502호 (당산동3가)",02-6953-2800,,45054,2,0,126.89702699999999,37.525123100000002,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQxMyQ0NjEwMDIjNjEjJDEjJDAjJDgz
참본정형외과의원,의원,서울,영등포구,당산동3가,"서울특별시 영등포구 당산로 118, 4층 (당산동3가, 대흥빌딩)",02-6426-8275,,41971,3,0,126.89702699999999,37.525123100000002,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQyIyQxIyQwMCQyNjE4MzIjNjEjJDEjJDAjJDgz
참조은피부과의원,의원,서울,영등포구,당산동5가,"서울특별시 영등포구 당산로 214, 209호 (당산동5가, 당산삼성래미안상가)",02-3442-0600,www.good-skin.co.kr/,41410,1,1,126.9031452,37.532286599999999,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ3MiQyNjE4MzIjNDEjJDEjJDgjJDgz
최하주소아청소년과의원,의원,서울,영등포구,신길동,"서울특별시 영등포구 신길로 28, 4층 (신길동, KT대방지점)",02-836-8275,,36119,1,0,126.9091888,37.4952823,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ5MiQzNjEyMjIjNDEjJDEjJDgjJDgz
퀸즈피부과의원,의원,서울,영등포구,영등포동3가,"서울특별시 영등포구 영중로2길 1, 4층 (영등포동3가)",02-2676-8815,http://www.5queen.com/,41333,1,1,126.90680570000001,37.516887599999997,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ3MiQyNjEyMjIjNjEjJDEjJDAjJDgz
클린업피부과의원,의원,서울,영등포구,영등포동4가,"서울특별시 영등포구 영중로 35, 3층 (영등포동4가, 삼경빌딩)",02-2634-7588,,37232,1,1,126.9048444,37.519265900000001,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ5OSQzNjE0ODEjNDEjJDEjJDgjJDgz
킴앤리소아청소년과이비인후과의원,의원,서울,영등포구,문래동6가,"서울특별시 영등포구 선유로 59, 402호 (문래동6가, 문래아카데미)",02-2677-7575,,38992,2,0,126.8890164,37.519265900000001,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ3MiQzNjE0ODEjNTEjJDEjJDIjJDgz
타브로항외과의원,의원,서울,영등포구,영등포동5가,"서울특별시 영등포구 영중로 60, 6층 (영등포동5가, 유니온빌딩)",02-2632-7175,http://www.tabro.net/,37018,1,0,126.9053407,37.521461299999999,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ2MiQyNjE4MzIjNTEjJDEjJDYjJDgz
타임리턴의원,의원,서울,영등포구,여의도동,"서울특별시 영등포구 여의나루로 71, 동화빌딩 101, 별관 305호 (여의도동)",02-6956-1661,,44258,2,0,126.92688920000001,37.523779500000003,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQ2MiQyNjEyMjIjNDEjJDEjJDQjJDgz
탑이비인후과의원,의원,서울,영등포구,영등포동,"서울특별시 영등포구 영신로19길 23, 반석빌딩 3층 302호 (영등포동)",02-833-6689,,43124,1,0,126.90542840000001,37.513532499999997,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
톤즈의원,의원,서울,영등포구,영등포동4가,"서울특별시 영등포구 영중로 21, HIGHEND 63st 2층 201~212호 (영등포동4가)",02-6952-0304,https://tonesclinic.co.kr/yeongdeungpo?lang=ko,46156,1,0,126.90516719999999,37.5183064,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
파크원연세마디의원,의원,서울,영등포구,여의도동,"서울특별시 영등포구 여의대로 108, 파크원 2층 202호 (여의도동)",,,44327,1,0,126.92719409999999,37.526669099999999,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQxMyQyNjE0ODEjNDEjJDEjJDQjJDgz
하늘이비인후과의원,의원,서울,영등포구,신길동,"서울특별시 영등포구 신풍로 93, 메트하임 2층 203호 (신길동)",02-847-5075,,43355,1,0,126.91664400000001,37.500267299999997,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjEyMjIjNjEjJDEjJDgjJDgz
하얀나라린피부과의원,의원,서울,영등포구,문래동3가,"서울특별시 영등포구 당산로 34, 3층 (문래동3가, 로데오왁)",02-2672-4602,,34407,1,1,126.8964938,37.517463200000002,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQ3OSQ0NjE0ODEjNTEjJDEjJDYjJDgz
행복준내과의원,의원,서울,영등포구,영등포동3가,"서울특별시 영등포구 영중로 6, 영등포키스톤타워 4층 (영등포동3가)",02-2068-7575,,43518,1,0,126.9066713,37.516966199999999,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ4MiQyNjE4MzIjNzEjJDEjJDgjJDgz
협성재활의학과의원,의원,서울,영등포구,양평동1가,"서울특별시 영등포구 선유로 104, (양평동1가)",2633-0070,,39931,1,0,126.89049079999999,37.5231353,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQwMyQ0NjEwMDIjNDEjJDEjJDgjJDgz
화안피부과의원,의원,서울,영등포구,여의도동,"서울특별시 영등포구 여의대방로65길 12, 305호 (여의도동, 에리트빌딩)",02-784-5580,,31491,1,1,126.9300434,37.519630399999997,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ5MiQzNjEyMjIjNTEjJDEjJDIjJDgz
구도피부과의원,의원,서울,용산구,한남동,"서울특별시 용산구 독서당로 124, 3층 (한남동)",02-749-5005,,44981,1,1,127.01277210000001,37.5370074,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ4OSQzNjEyMjIjNDEjJDEjJDgjJDgz
