우선순위,결함수,요양기관명,시도,시군구,전화,홈페이지,방침페이지(여기서 확인),문의폼,후크,이메일,확인일,비고
5,1,연세아이미스템의원,서울,강남구,02-6014-3100,http://www.imistemcell.com/,http://www.imistemcell.com/bbs/content.php?co_id=privacy,0,HTTPS 미설정(http로만 접속),barunseoulos@naver.com,2026-08-06,방침페이지
5,1,오드의원,서울,강남구,02-569-0222,http://www.odeclinic.co.kr/,https://odeclinicseoul.com/ko/privacy,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,odeclinic@naver.com,2026-08-06,방침페이지
5,1,제니의원,서울,강남구,02-511-1535,http://www.jennyclinic.kr/,http://www.jennyclinic.kr/?mode=privacy,3,HTTPS 미설정(http로만 접속),,2026-08-06,이메일 미발견
5,1,젬마의원,서울,강남구,518-0057,http://www.gemmahair.com/,http://www.gemmahair.com/,1,HTTPS 미설정(http로만 접속),,2026-08-06,이메일 미발견
5,1,청담고운세상닥터지피부과의원,서울,강남구,02-541-8547,http://www.beautyforever.co.kr/,https://www.beautyforever.co.kr/etc/privacy.php,3,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
5,1,청담파크의원,서울,강남구,02-3445-8819,http://www.clinicpark.co.kr/,http://www.clinicpark.co.kr/,1,HTTPS 미설정(http로만 접속),,2026-08-06,이메일 미발견
5,1,체인지의원,서울,강남구,02-547-0809,http://www.changeclinic.co.kr/,http://www.changeclinic.co.kr/change/,2,HTTPS 미설정(http로만 접속),,2026-08-06,이메일 미발견
5,1,파인드피부과의원,서울,강남구,02-511-6004,http://www.pindderma.com/,https://www.pindderma.com/member/popupPrivacy.php,1,viewport 없음 — 모바일 미대응,,2026-08-06,이메일 미발견
5,1,포이즌의원,서울,강남구,02-569-7174,http://www.veinclinic.co.kr/,https://www.veinclinic.co.kr/member/privacy.html,0,푸터 카피라이트 2007 — 방치 인상,veinclinic@naver.com,2026-08-06,푸터/본문(mailto)
5,1,포인트성형외과의원,서울,강남구,3442-0088,http://www.pointdr.co.kr/,http://www.pointdr.co.kr/theme/sekti/bbs/privacy.php,0,HTTPS 미설정(http로만 접속),,2026-08-06,이메일 미발견
5,1,프린세스산부인과의원,서울,강남구,02-541-6864,http://www.swoman.co.kr/,http://www.swoman.co.kr/Module/Common/PopupPrivate_004.asp,2,HTTPS 미설정(http로만 접속),obgy2k@hanmail.net,2026-08-06,방침페이지
5,1,한맘플러스재활의학과의원,서울,강남구,02-3452-9912,http://www.1mam.net/,http://www.1mam.net/content/privacy,1,HTTPS 미설정(http로만 접속),sunpharm@naver.com,2026-08-06,푸터/본문
5,1,한송이영상의학과의원,서울,강남구,545-5584,http://www.drhanbreast.com/,http://www.drhanbreast.com/member/privacy.html,0,HTTPS 미설정(http로만 접속),,2026-08-06,이메일 미발견
5,1,온누리피부과의원,서울,강동구,02-3426-9775,http://www.onnuriskin.co.kr/,http://www.onnuriskin.co.kr/Module/Common/PopupPrivate_004.asp,0,HTTPS 미설정(http로만 접속),ohfine@hanmail.net,2026-08-06,방침페이지
5,1,쿨맨비뇨의학과의원,서울,강동구,02-471-7011,http://chunho.coolman.co.kr/,https://chunho.coolman.co.kr/bbs/content.php?co_id=privacy,2,푸터 카피라이트 2013 — 방치 인상,master@coolman.co.kr,2026-08-06,대표계정 형태 — 확인 권장 / 방침페이지
5,1,굿모닝함운외과의원,서울,광진구,455-7175,http://www.gm7175.com/,http://www.gm7175.com/08sub/sub_02.php,0,HTTPS 미설정(http로만 접속),,2026-08-06,이메일 미발견
5,1,굿아이금천이안과의원,서울,금천구,02-805-2700,http://www.goodeye.kr/,http://www.goodeye.kr/bbs/content.php?co_id=privacy,0,HTTPS 미설정(http로만 접속),,2026-08-06,이메일 미발견
5,1,노원탑365의원,서울,노원구,02-935-0365,https://www.no1top365.com/,https://www.no1top365.com/?mode=privacy,2,모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
5,1,청담보드레의원,서울,노원구,02-6737-7776,https://www.cd-bodre.com/,https://www.cd-bodre.com/?mode=privacy,0,모바일 가로스크롤 발생,jsale31@naver.com,2026-08-06,푸터/본문
5,1,서울청명안과의원,서울,동대문구,02-6953-1285,https://cmeyeclinic.co.kr/,https://cmeyeclinic.co.kr/?mode=privacy,0,모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
5,1,오아로피부과의원 청량리,서울,동대문구,02-967-1064,http://oarocnn.com/,https://www.oarocnn.com/oaro/ko/policy/privacy-policy,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,contact@plask.ai,2026-08-06,대표계정 형태 — 확인 권장 / 방침페이지(mailto)
5,1,프라임의원,서울,동작구,02-826-2080,http://primeskin.co.kr/,http://www.primeskin.co.kr/page/privacy.php,0,HTTPS 미설정(http로만 접속),,2026-08-06,이메일 미발견
5,1,하정한정형외과의원,서울,동작구,02-812-2211,http://www.jointha.co.kr/,https://jointha.co.kr/%EA%B0%9C%EC%9D%B8%EC%A0%95%EB%B3%B4%EC%B2%98%EB%A6%AC%EB%B0%A9%EC%B9%A8,0,모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
5,1,셀린의원,서울,마포구,02-2039-6155,https://www.cellinclinic4.com/,https://www.cellinclinic4.com/member/popupPrivacy.php,2,viewport 없음 — 모바일 미대응,,2026-08-06,이메일 미발견
5,1,에스앤유피부과의원,서울,마포구,02-706-5252,http://www.allskin.co.kr/,https://www.allskin.co.kr/member/policy.jsp,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,allskin2024@naver.com,2026-08-06,방침페이지
5,1,연세지움피부과의원,서울,마포구,02-333-0606,http://www.ziumskin.com/,http://www.ziumskin.com/#,1,HTTPS 미설정(http로만 접속),,2026-08-06,이메일 미발견
5,1,유리에성형외과의원,서울,마포구,02-6956-6279,http://www.yurieps.com/,http://www.yurieps.com/privacy,1,HTTPS 미설정(http로만 접속),,2026-08-06,이메일 미발견
5,1,홍대고운세상피부과의원,서울,마포구,3143-3822,http://www.beautyforever.co.kr/,https://www.beautyforever.co.kr/etc/privacy.php,3,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
5,1,오에스티의원,서울,서대문구,02-322-7570,http://www.ostclinic.co.kr/,https://www.ostclinic.co.kr/privacy,5,모바일 가로스크롤 발생,landt777@naver.com,2026-08-06,푸터/본문
5,1,강남다움의원,서울,서초구,02-6557-7701,https://gd-clinic.com/,https://gd-clinic.com/455284985,0,모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
5,1,강남리슬림의원,서울,서초구,02-536-3962,http://reslim.co.kr/,https://reslim.co.kr/,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
5,1,강남헤라성형외과의원,서울,서초구,,https://www.gnhera.com/,https://www.gnhera.com/content/%EA%B0%9C%EC%9D%B8%EC%A0%95%EB%B3%B4-%EC%B2%98%EB%A6%AC%EB%B0%A9%EC%B9%A8/,1,모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
5,1,더(the)아름다운의원,서울,서초구,02-466-8875,http://www.beautifulclinic.net/,https://www.beautifulclinic.net/,2,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
5,1,디라이트외과의원,서울,서초구,,https://www.delightsurgery.co.kr/,https://www.delightsurgery.co.kr/member/popupPrivacy.php,1,viewport 없음 — 모바일 미대응,,2026-08-06,이메일 미발견
5,1,리참성형외과의원,서울,서초구,,https://www.lcps.co.kr/,https://www.lcps.co.kr/#;,2,모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
5,1,브라운아이의원,서울,서초구,3477-7774,http://www.browneye.co.kr/,http://www.browneye.co.kr/?act=info.privacy,0,HTTPS 미설정(http로만 접속),hihansen@hanmail.net,2026-08-06,푸터/본문(mailto)
5,1,셀린의원,서울,서초구,02-532-2550,https://www.cellinclinic9.com/,https://www.cellinclinic9.com/member/popupPrivacy.php,2,viewport 없음 — 모바일 미대응,,2026-08-06,이메일 미발견
5,1,영영영의원,서울,서초구,,https://www.000clinic.com/,https://www.000clinic.com/member/privacy.html,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,mso@000clinic.com,2026-08-06,푸터/본문
5,1,유픽의원,서울,서초구,02-6160-5000,https://gn.upicclinic.com/,https://gn.upicclinic.com/sub/privacy,2,푸터 카피라이트 2022 — 방치 인상,,2026-08-06,이메일 미발견
5,1,이춘봉피부과의원,서울,서초구,594-0338,http://www.lcbskin.com/,https://lcbskin.com/policies/privacy-policy,17,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,help@lcbgroup.com,2026-08-06,대표계정 형태 — 확인 권장 / 푸터/본문
5,1,카라멜성형외과의원,서울,서초구,02-543-6010,http://www.eightps.com/,https://www.eightprs.com/page/privacy,2,푸터 카피라이트 2020 — 방치 인상,,2026-08-06,공용/제작사 의심 제외: eight025152550@gmail.com / 방침페이지
5,1,클레이성형외과의원,서울,서초구,02-516-1368,http://www.drclay.co.kr/,http://www.drclay.co.kr/Privacy,0,HTTPS 미설정(http로만 접속),,2026-08-06,이메일 미발견
5,1,돈암고운세상피부과의원,서울,성북구,926-1007,http://www.beautyforever.co.kr/,https://www.beautyforever.co.kr/etc/privacy.php,3,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
5,1,연세에이앤비피부과의원,서울,송파구,02-417-7500,https://www.anbskin.com/,https://anbskin.com/2023/bbs/content.php?co_id=privacy,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,understnd@hanmail.net,2026-08-06,푸터/본문
5,1,예솜의원,서울,송파구,02-3426-2575,http://www.yesomclinic.co.kr/,http://www.yesomclinic.co.kr/?mode=privacy,3,HTTPS 미설정(http로만 접속),,2026-08-06,이메일 미발견
5,1,잠실고운세상피부과의원,서울,송파구,02-3434-0800,http://www.beautyforever.co.kr/,https://www.beautyforever.co.kr/etc/privacy.php,3,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
5,1,목동고운세상피부과의원,서울,양천구,02-2607-4378,http://www.beautyforever.co.kr/,https://www.beautyforever.co.kr/etc/privacy.php,3,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
5,1,밝은미래산부인과의원,서울,양천구,02-2687-3555,http://www.brightfuture.kr/,http://www.brightfuture.kr/bbs/content.php?co_id=privacy,1,HTTPS 미설정(http로만 접속),,2026-08-06,이메일 미발견
5,1,본피부과의원,서울,양천구,02-2062-8700,http://bonskinclinic.com/,http://bonskinclinic.com/sub/privacy.php,1,HTTPS 미설정(http로만 접속),,2026-08-06,이메일 미발견
5,1,아이피부과의원,서울,양천구,02-2647-7588,http://whiteipl.com/,https://book.whiteipl.com/index.php/privacy-policy/,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
5,1,다미의원,서울,영등포구,02-761-1188,http://www.damiskin.com/,http://www.damiskin.com/mem/privacy.php,0,HTTPS 미설정(http로만 접속),,2026-08-06,이메일 미발견
5,1,라마르의원,서울,영등포구,02-2634-7585,http://www.young-lamar.co.kr/,http://www.young-lamar.co.kr/page/privacy.php,0,HTTPS 미설정(http로만 접속),,2026-08-06,이메일 미발견
5,1,안톤의원,서울,영등포구,02-6956-9547,https://www.antoneclinic.co.kr/,https://www.antoneclinic.co.kr/privacy,0,모바일 가로스크롤 발생,antoneclinic@naver.com,2026-08-06,방침페이지
5,1,여의도라이프케어내과의원,서울,영등포구,02-785-1000,https://lchealth.co.kr/,https://lchealth.co.kr/%EC%9D%B4%EC%9A%A9%EC%95%88%EB%82%B4,4,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,lifecaremedical@naver.com,2026-08-06,방침페이지
5,1,타브로항외과의원,서울,영등포구,02-2632-7175,http://www.tabro.net/,http://www.tabro.net/?menu=46,1,HTTPS 미설정(http로만 접속),djkoogs@naver.com,2026-08-06,방침페이지
5,1,이레피부과의원,서울,용산구,02-6949-3705,http://jirehderma.co.kr/,http://jirehderma.co.kr/#open_pop,2,HTTPS 미설정(http로만 접속),jirehderma7@naver.com ; jirehderma7@gmail.com,2026-08-06,복수 발견 — 하나 선택 필요 / 푸터/본문
5,1,연세에스웰피부과의원,서울,종로구,02-2075-7500,http://www.swellskin.com/,https://www.swellskin.com/shop_info/privacy.htm,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
5,1,리뉴미피부과의원,서울,중구,02-2275-5085,http://www.rnmeskin.com/,https://rnmeskin.com/#,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
5,1,리엘르의원,서울,중구,02-3789-2086,https://md.re-ele.com/,https://md.re-ele.com/member/popupPrivacy.php,2,viewport 없음 — 모바일 미대응,,2026-08-06,이메일 미발견
5,1,명동고운세상피부과의원,서울,중구,02-755-5411,http://www.beautyforever.co.kr/,https://www.beautyforever.co.kr/etc/privacy.php,3,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
5,1,셀린의원명동점,서울,중구,02-3789-0824,https://www.cellinclinic8.com/,https://www.cellinclinic8.com/member/popupPrivacy.php,2,viewport 없음 — 모바일 미대응,,2026-08-06,이메일 미발견
5,1,엠제이(MJ)올피부과의원,서울,중구,02-777-8275,http://www.beautyforever.co.kr/,https://www.beautyforever.co.kr/etc/privacy.php,3,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
5,1,유앤아이의원명동점,서울,중구,02-6956-6021,https://www.mduni114.co.kr/,https://www.mduni114.co.kr/info/,0,모바일 가로스크롤 발생,,2026-08-06,공용/제작사 의심 제외: mdvision@nate.com / 방침페이지
5,1,헤이데이의원명동점,서울,중구,02-6263-0302,https://heydayclinic2.com/,https://heydayclinic2.com/?mode=privacy,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,heydayclinic02@heydayclinic2.com,2026-08-06,푸터/본문
