요양기관명,종별,시도,시군구,읍면동,주소,전화번호,홈페이지,개설일자,총의사수,피부과전문의수,좌표X,좌표Y,요양기호
미엘르의원,의원,서울,서초구,반포동,"서울특별시 서초구 강남대로79길 16, 4층 (반포동)",541-1050,http://www.mielleclinic.net,40786,1,0,127.02302039999999,37.505145900000002,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ4OSQzNjEyMjIjODEjJDEjJDIjJDgz
미즈러브여성비뇨의학과의원,의원,서울,서초구,잠원동,"서울특별시 서초구 강남대로95길 38, 2~6층 (잠원동)",02-3447-6363,http://www.mizlove.com/,39700,2,0,127.0179207,37.513494000000001,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQxMyQzNjEyMjIjNTEjJDEjJDIjJDgz
바롬의원,의원,서울,서초구,서초동,"서울특별시 서초구 강남대로 415, 7층 (서초동, 대동빌딩)",02-594-3644,http://www.varomclinic.co.kr/,39125,1,0,127.026354,37.499553200000001,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQyIyQzIyQwMCQ0NjEwMDIjNjEjJDEjJDgjJDgz
바이미성형외과의원,의원,서울,서초구,잠원동,"서울특별시 서초구 강남대로 605, 세양21세기 휴먼TOWER 12층 (잠원동)",02-2039-0801,https://bymeps.co.kr/,43108,1,0,127.0192069,37.515764599999997,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQyNjE4MzIjODEjJDEjJDIjJDgz
반포리움성형외과의원,의원,서울,서초구,잠원동,"서울특별시 서초구 신반포로 189, 반포쇼핑타운 4동 3층 1~3호 (잠원동)",02-535-7582,https://banpoleeum.com,46059,1,0,127.00489330000001,37.506544499999997,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ5MiQyNjE0ODEjNTEjJDEjJDIjJDgz
별성형외과의원,의원,서울,서초구,서초동,"서울특별시 서초구 사평대로56길 6, 2,3,4,5층 (서초동)",1833-8898,http://www.byulstar.com/,42304,4,0,127.0228358,37.5034159,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQwMyQyNjEyMjIjNjEjJDEjJDQjJDgz
보니따의원,의원,서울,서초구,잠원동,"서울특별시 서초구 강남대로 565, 3층 (잠원동)",02-3444-1535,http://www.bonitadr.com/,39668,1,0,127.0203353,37.512216199999997,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQxMyQyNjEwMDIjNjEjJDEjJDQjJDgz
본아이성형외과의원,의원,서울,서초구,잠원동,"서울특별시 서초구 강남대로 595, 경승빌딩 2층 (잠원동)",02-1899-7233,http://www.boneeye.co.kr,42613,1,0,127.0195571,37.514859800000004,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQwMyQyNjEwMDIjNTEjJDEjJDIjJDgz
봄스피부과의원,의원,서울,서초구,서초동,"서울특별시 서초구 서초대로 356, 서초지웰타워 10층 (서초동)",02-535-8055,http://www.bomsskin.com,39230,2,2,127.0202646,37.495416200000001,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQwMyQzNjEyMjIjNTEjJDEjJDIjJDgz
뷔엘성형외과의원,의원,서울,서초구,서초동,"서울특별시 서초구 강남대로 437, 3층 (서초동)",,https://www.vlprs.com,45821,1,0,127.02552009999999,37.501365700000001,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ3MiQzNjEyMjIjNjEjJDEjJDQjJDgz
뷰티라운지의원,의원,서울,서초구,방배동,"서울특별시 서초구 효령로33길 55, 디엠타워동관 5층 (방배동)",02-6248-7582,http://bangbae.beautyloungeclinic.com/,45688,1,0,126.9967879,37.483619099999999,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ5MiQyNjE4MzIjNjEjJDEjJDgjJDgz
브라운성형외과의원,의원,서울,서초구,반포동,"서울특별시 서초구 강남대로 475, 6~12층 (반포동)",02-518-2400,http://www.braunps.co.kr,40162,10,0,127.02388980000001,37.504745399999997,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ4MiQzNjE4MzIjODEjJDEjJDIjJDgz
브라운아이의원,의원,서울,서초구,서초동,"서울특별시 서초구 서초대로 310, 소망빌딩 7층 (서초동)",3477-7774,http://www.browneye.co.kr,42088,1,0,127.0155606,37.493994100000002,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ2MiQ0NjE0ODEjODEjJDEjJDIjJDgz
브라이튼피부과의원,의원,서울,서초구,반포동,"서울특별시 서초구 반포대로 287, 래미안퍼스티지 중심상가 3층 321~324호 (반포동)",02-6953-8480,http://brightenskin.co.kr,45302,1,1,127.0010992,37.504341400000001,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ3OSQyNjE0ODEjNTEjJDEjJDIjJDgz
비티성형외과의원,의원,서울,서초구,서초동,"서울특별시 서초구 서초대로77길 17, BLOCK77 702호 (서초동)",,https://www.btprs.co.kr,45055,3,0,127.0257524,37.499553599999999,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjODEjJDEjJDYjJDgz
새하얀피부과의원,의원,서울,서초구,방배동,"서울특별시 서초구 방배천로 5-3, 3층 (방배동)",02-583-2500,http://www.whitskin.com,40214,1,1,126.9822612,37.4770623,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQyIyQ3IyQwMCQzNjE0ODEjODEjJDEjJDYjJDgz
서울탑비뇨기과의원,의원,서울,서초구,서초동,"서울특별시 서초구 강남대로 341, 4층 (서초동, 삼원빌딩)",02-583-7522,http://,41918,1,0,127.0293874,37.493270500000001,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNjEjJDEjJDQjJDgz
서초아가페의원,의원,서울,서초구,서초동,"서울특별시 서초구 고무래로 90-7, 서초쇼핑 201호, 202호 일부호 (서초동)",02-591-3056,http://www.agapeclinic.kr,37315,2,0,127.0174825,37.499934199999998,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjE4MzIjNjEjJDEjJDAjJDgz
셀린의원,의원,서울,서초구,서초동,"서울특별시 서초구 서초대로73길 9, 타임빌딩 3층 401호 (서초동)",02-532-2550,https://www.cellinclinic9.com,45771,2,0,127.0252316,37.498314800000003,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQyIyQ3IyQwMCQzNjE0ODEjNDEjJDEjJDQjJDgz
순플러스성형외과의원,의원,서울,서초구,잠원동,"서울특별시 서초구 강남대로 589, 신사역멀버리힐스 12,13층 (잠원동)",02-547-1705,http://www.soonplus.com/,39657,5,0,127.01941119999999,37.514441599999998,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ4OSQzNjEwMDIjNjEjJDEjJDgjJDgz
신세계안피부과의원,의원,서울,서초구,반포동,"서울특별시 서초구 신반포로 176, 하우스오브신세계 M1F층 (반포동)",02-2138-0263,https://www.dranbeauty.com,45528,1,1,127.0047519,37.503895200000002,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz
아나모헤어플란트의원,의원,서울,서초구,서초동,"서울특별시 서초구 강남대로53길 7, 8층 (서초동)",02-553-7573,http://www.anamo.co.kr,41330,1,0,127.0282717,37.494261100000003,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ4MiQyNjE4MzIjNzEjJDEjJDgjJDgz
아바(ava)성형외과의원,의원,서울,서초구,잠원동,"서울특별시 서초구 강남대로 603, 인성빌딩 4층 (잠원동)",,https://www.ava-ps.com,46164,1,0,127.0193147,37.5155654,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQwMyQ0NjE0ODEjNzEjJDEjJDgjJDgz
아비쥬의원,의원,서울,서초구,서초동,"서울특별시 서초구 서초대로77길 9, 강남 누드죤빌딩 302호,11,13층 (서초동)",1544-0377,http://www.wynnps.com/,38917,8,0,127.026233,37.498598299999998,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ3OSQyNjE0ODEjNTEjJDEjJDYjJDgz
아우름의원,의원,서울,서초구,서초동,"서울특별시 서초구 강남대로 429, 동일빌딩 8층 가호 (서초동)",02-594-0080,http://www.aurumclinic.co.kr,40934,1,0,127.02579179999999,37.500805200000002,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ4OSQzNjEwMDIjODEjJDEjJDIjJDgz
아이러브피부과의원,의원,서울,서초구,서초동,"서울특별시 서초구 강남대로 423, 5층 (서초동, 한승빌딩)",02-553-1060,http://www.iloveskin.kr,41914,1,1,127.02584520000001,37.500258500000001,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ5OSQzNjE0ODEjNjEjJDEjJDQjJDgz
아이케이성형외과의원,의원,서울,서초구,서초동,"서울특별시 서초구 강남대로 439, 유화빌딩 502호 (서초동)",,https://ikplstic.com,45784,1,0,127.02540209999999,37.501546099999999,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQwMyQyNjEyMjIjNDEjJDEjJDQjJDgz
아티크의원,의원,서울,서초구,서초동,"서울특별시 서초구 강남대로 435, 주류성빌딩 12층 (서초동)",02-532-7700,https://artiqueclinic.com,46113,1,0,127.0255738,37.5011826,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQwMyQ0NjEwMDIjODEjJDEjJDYjJDgz
알유(RU)성형외과의원,의원,서울,서초구,반포동,"서울특별시 서초구 강남대로 527, 브랜드칸 타워 6층 (반포동)",02-594-4000,https://www.ruprs.com,45463,1,0,127.02186930000001,37.509096499999998,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQwMyQzNjE0ODEjNjEjJDEjJDgjJDgz
에르네의원,의원,서울,서초구,서초동,"서울특별시 서초구 서초대로77길 59, 강남역 2차 I'PARK 지하1층, 3층 (서초동)",02-1899-7599,http://www.raffineclinic.com,41548,2,0,127.02400369999999,37.502282999999998,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQwMyQyNjE4MzIjNDEjJDEjJDQjJDgz
에버샘의원,의원,서울,서초구,서초동,"서울특별시 서초구 강남대로 463, 리젠메디컬타워 10층 (서초동)",02-3478-8087,https://eversameclinic.com,46160,1,0,127.024458,37.503482599999998,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ3OSQyNjEwMDIjODEjJDEjJDIjJDgz
에이아이의원,의원,서울,서초구,서초동,"서울특별시 서초구 강남대로 341, 7층 (서초동, 삼원빌딩)",02-3472-4485,http://www.ailove.co.kr,41043,1,0,127.0293874,37.493270500000001,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ5MiQzNjEwMDIjODEjJDEjJDIjJDgz
에이치성형외과의원,의원,서울,서초구,반포동,"서울특별시 서초구 강남대로 509, 5층 (반포동, 하늘안과빌딩)",02-3447-0100,www.ys100ps.co.kr/,39444,1,0,127.0224917,37.507644599999999,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQyIyQzIyQwMCQzNjEwMDIjODEjJDEjJDYjJDgz
에톤성형외과의원,의원,서울,서초구,잠원동,"서울특별시 서초구 강남대로 563, 페이토 9,10,11층 (잠원동)",02-518-9990,https://etonne.kr/,45076,3,0,127.02043159999999,37.511946199999997,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ2MiQzNjE0ODEjNjEjJDEjJDQjJDgz
엘비아피부과의원,의원,서울,서초구,반포동,"서울특별시 서초구 강남대로 527, 브랜드칸 타워 14층 (반포동)",02-516-8989,https://www.elviaclinic.com,46092,1,1,127.02186930000001,37.509096499999998,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ3MiQ0NjEwMDIjNzEjJDEjJDgjJDgz
연세가정의학과의원,의원,서울,서초구,서초동,"서울특별시 서초구 강남대로 381, 303호 (서초동, 두산베어스텔)",02-3463-7114,http://www.mydr1234.co.kr,37146,1,0,127.02772210000001,37.496691800000001,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
연세스타피부과의원,의원,서울,서초구,방배동,"서울특별시 서초구 방배로 83, 방배센트럴빌딩 2층일부,7층 (방배동)",02-582-0828,http://www.mystarskin.co.kr,44419,2,1,126.9970075,37.481864600000002,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQ2MiQ0NjE0ODEjNjEjJDEjJDAjJDgz
연세크라운비뇨의학과의원,의원,서울,서초구,서초동,"서울특별시 서초구 반포대로22길 104, 크라운빌딩 5,6층 (서초동)",02-588-2119,http://www.crownclinic.co.kr,43472,1,0,127.0138369,37.491212699999998,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQwMyQyNjEwMDIjNTEjJDEjJDYjJDgz
연세탑뷰티의원,의원,서울,서초구,방배동,"서울특별시 서초구 동작대로 118, 5층 502호 (방배동)",02-533-4287,http://www.sbclinic.kr/,39503,1,0,126.9828023,37.487022899999999,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzUxIyQyIyQxIyQwMCQzNjE4MzIjNjEjJDEjJDAjJDgz
영영영의원,의원,서울,서초구,반포동,"서울특별시 서초구 강남대로 509, 하늘안과 B동 7층 (반포동)",,https://www.000clinic.com,45503,1,0,127.0224917,37.507644599999999,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ3MiQyNjE4MzIjNTEjJDEjJDIjJDgz
오르타의원,의원,서울,서초구,서초동,"서울특별시 서초구 강남대로69길 10, 3층 (서초동)",,https://www.ortaclinic.com/ko,45589,12,0,127.02425700000001,37.501769400000001,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQyIyQxIyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz
오현숙내과의원,의원,서울,서초구,서초동,"서울특별시 서초구 효령로 229, 2층 (서초동, 서울빌딩)",02-523-5588,http://doctorohclinic.com,39598,1,0,127.0091164,37.4838807,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ4OSQzNjEwMDIjNTEjJDEjJDIjJDgz
와이케이(YK)박윤기피부과의원,의원,서울,서초구,서초동,"서울특별시 서초구 서초대로 316, 401호 (서초동)",02-6052-1125,http://www.kangskin.co.kr,41507,2,2,127.0162235,37.494081100000002,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ2MiQ0NjE0ODEjNzEjJDEjJDgjJDgz
완성형외과의원,의원,서울,서초구,반포동,"서울특별시 서초구 강남대로 509, A동 3층 (반포동)",02-546-0222,https://wanprs.com,46099,1,0,127.0224917,37.507644599999999,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ4MiQzNjE0ODEjNTEjJDEjJDYjJDgz
워나성형외과의원,의원,서울,서초구,서초동,"서울특별시 서초구 강남대로 407, 7층 (서초동)",02-533-8001,http://www.wannaps.co.kr,45190,2,0,127.02659079999999,37.498974599999997,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQwMyQ0NjEwMDIjNDEjJDEjJDgjJDgz
위즈미여성의원,의원,서울,서초구,서초동,"서울특별시 서초구 강남대로 455, 301호 (서초동, 태영데시앙)",02-2651-3030,http://wmclinic.co.kr/,39421,1,0,127.0245298,37.502855799999999,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDYjJDgz
윌성형외과의원,의원,서울,서초구,서초동,"서울특별시 서초구 강남대로 437, 7층 (서초동, 대원빌딩)",02-532-8874,http://www.willps.co.kr/,41005,1,0,127.02552009999999,37.501365700000001,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ2MiQ0NjE0ODEjNDEjJDEjJDgjJDgz
윔의원,의원,서울,서초구,서초동,"서울특별시 서초구 서초대로77길 17, BLOCK77 제B102호 (서초동)",070-4466-5495,https://www.wimclinic.com/oursoap,46031,4,0,127.0257524,37.499553599999999,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQyIyQzIyQwMCQyNjEwMDIjNDEjJDEjJDgjJDgz
유에이치셀의원,의원,서울,서초구,서초동,"서울특별시 서초구 반포대로16길 30, 1층 101, 102, 108호 (서초동)",02-2135-4393,https://seocho.uhcell.com,46126,1,0,127.01250949999999,37.486141500000002,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz
유영호피부과의원,의원,서울,서초구,잠원동,"서울특별시 서초구 강남대로 621, 5층 502호 (잠원동, K TOWER)",02-518-8021,http://www.scalingskin.co.kr/main.asp,42970,1,1,127.0187945,37.517123400000003,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz
유픽의원,의원,서울,서초구,서초동,"서울특별시 서초구 강남대로 403, 5층 (서초동)",02-6160-5000,https://gn.upicclinic.com/,45300,1,0,127.02681459999999,37.498478200000001,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQxMyQzNjE4MzIjODEjJDEjJDYjJDgz
이수메디스톤비뇨의학과의원,의원,서울,서초구,방배동,"서울특별시 서초구 동작대로 114, 4층 (방배동, 유문빌딩)",02-537-8272,http://www.medistone.co.kr/web/index.php,37754,1,0,126.9827042,37.486800199999998,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQwMyQzNjEyMjIjNTEjJDEjJDYjJDgz
이승남강남베스트의원,의원,서울,서초구,서초동,"서울특별시 서초구 서초대로 250, 6층 (일부) (서초동)",592-4560,http://www.clinicbest.co.kr,37372,1,0,127.0091903,37.4919826,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQyIyQ5IyQwMCQzNjE0ODEjNjEjJDEjJDAjJDgz
이종우비뇨의학과의원,의원,서울,서초구,잠원동,"서울특별시 서초구 신반포로 205, 반포쇼핑타운 2층 7~9, 28~32호 (잠원동)",02-532-6781,https://www.ljwuro.co.kr/,46196,1,0,127.0064782,37.507024899999998,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ5MiQzNjEwMDIjNDEjJDEjJDgjJDgz
이춘봉피부과의원,의원,서울,서초구,반포동,"서울특별시 서초구 서초중앙로 230, (반포동, 301호, 302호)",594-0338,www.lcbskin.com/,33236,1,1,127.0120781,37.502168900000001,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ4OSQzNjE4MzIjNjEjJDEjJDQjJDgz
인현피부과의원,의원,서울,서초구,서초동,"서울특별시 서초구 서운로 216, 3층 (서초동)",3482-1952,http://,32699,1,1,127.02189129999999,37.502380799999997,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQwMyQyNjE0ODEjNjEjJDEjJDgjJDgz
임이석테마피부과의원,의원,서울,서초구,잠원동,"서울특별시 서초구 나루터로 78, 임이석 테마피부과 B2,B1,1,2,3,5층 (잠원동)",3446-1110,http://www.beautyskin.kr,39563,8,7,127.0183227,37.5153873,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ4MiQyNjEwMDIjNTEjJDEjJDIjJDgz
자스민피부과의원,의원,서울,서초구,잠원동,"서울특별시 서초구 신반포로 257, 303호 (잠원동, 뉴타운빌딩)",02-3481-2114,www.jasminett.com/,38608,1,1,127.0119428,37.508617999999998,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ4OSQyNjEyMjIjODEjJDEjJDIjJDgz
저스트성형외과의원,의원,서울,서초구,서초동,"서울특별시 서초구 서초대로77길 62, 강남역 IPARK 2층 (서초동)",02-536-3700,justprs.com,44671,3,0,127.0239029,37.502755700000002,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzQxIyQyIyQ3IyQwMCQyNjEyMjIjNDEjJDEjJDgjJDgz
제로피부과의원,의원,서울,서초구,서초동,"서울특별시 서초구 강남대로 421, 삼영빌딩 7층 (서초동)",02-535-4988,https://www.zerodermaclinic.com/,45643,1,1,127.0261805,37.500092500000001,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQxMyQ0NjEwMDIjNTEjJDEjJDYjJDgz
지디에스성형외과의원,의원,서울,서초구,서초동,"서울특별시 서초구 강남대로 439, 유화빌딩 6층 701호 (서초동)",02-573-7515,www.gdsprs.com,42144,1,0,127.02540209999999,37.501546099999999,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ5MiQyNjE0ODEjNDEjJDEjJDgjJDgz
지앤영피부과의원,의원,서울,서초구,서초동,"서울특별시 서초구 강남대로 341, 4층 (서초동, 삼원빌딩)",02-3486-2420,http://www.gnyoungskin.com,41207,1,1,127.0293874,37.493270500000001,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ2MiQyNjE4MzIjODEjJDEjJDYjJDgz
차민성형외과의원,의원,서울,서초구,반포동,"서울특별시 서초구 강남대로 503, 청하빌딩 4, 5, 6층 (반포동)",02-517-0120,http://chaminst.com/,44753,6,0,127.0228728,37.5068743,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQyIyQ3IyQwMCQyNjE0ODEjODEjJDEjJDIjJDgz
카라멜성형외과의원,의원,서울,서초구,잠원동,"서울특별시 서초구 강남대로 557, 성한빌딩 10층 (잠원동)",02-543-6010,http://www.eightps.com,43243,1,0,127.0206713,37.511565599999997,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ5OSQ0NjE0ODEjNTEjJDEjJDYjJDgz
카모마일의원,의원,서울,서초구,서초동,"서울특별시 서초구 효령로74길 4, 4층 (서초동, 우담빌딩)",02-521-7935,http://blog.naver.com/dufqksgoxkf,42467,1,0,127.0265371,37.487770500000003,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz
커스텀피부과의원,의원,서울,서초구,반포동,"서울특별시 서초구 강남대로 527, 브랜드칸 타워 16층 (반포동)",,https://www.custom-clinic.com,46105,1,1,127.02186930000001,37.509096499999998,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQwMyQzNjE0ODEjODEjJDEjJDIjJDgz
클레이성형외과의원,의원,서울,서초구,반포동,"서울특별시 서초구 강남대로 483, 301호 (반포동, 청호빌딩)",02-516-1368,http://www.drclay.co.kr/,38502,1,0,127.02367169999999,37.505336,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ4OSQyNjE4MzIjODEjJDEjJDIjJDgz
클린업피부과의원,의원,서울,서초구,서초동,"서울특별시 서초구 강남대로 429, 10층 (서초동, 유창빌딩)",02-561-0007,http://www.upskin.co.kr,41338,1,1,127.02579179999999,37.500805200000002,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ4MiQ0NjEwMDIjNjEjJDEjJDAjJDgz
톡스앤필의원,의원,서울,서초구,서초동,"서울특별시 서초구 강남대로 415, 대동빌딩 10, 11층 (서초동)",534-4842,http://www.blsclinic.com,40431,10,0,127.026354,37.499553200000001,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQwMyQzNjE0ODEjNzEjJDEjJDgjJDgz
플로체여성의원,의원,서울,서초구,반포동,"서울특별시 서초구 강남대로 475, 4층 (반포동)",02-514-1454,http://www.flocewoman.com/index.asp,39121,1,0,127.02388980000001,37.504745399999997,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ5MiQyNjE0ODEjNDEjJDEjJDgjJDgz
한미인(韓美人)의원,의원,서울,서초구,서초동,"서울특별시 서초구 서초대로73길 7, 우송빌딩 4층, 5층 (서초동)",02-532-6485,http://blog.naver.com/braunwaldhd,40870,7,0,127.0252957,37.498137499999999,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ2MiQzNjE0ODEjNjEjJDEjJDQjJDgz
핸슨의원,의원,서울,서초구,방배동,"서울특별시 서초구 서초대로 3-4, 402,409호 (방배동, 방배디오슈페리움1)",532-8053,http://www.drhansen.kr,39597,1,0,126.9829747,37.4860933,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQxMyQ0NjE0ODEjODEjJDEjJDYjJDgz
허스킨의원,의원,서울,서초구,방배동,"서울특별시 서초구 방배로 177, 8층 (방배동, 레마빌딩)",02-3482-7006,http://www.rbskin.com,40711,1,0,126.9922893,37.489299299999999,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQwMyQzNjE0ODEjNDEjJDEjJDgjJDgz
호움산부인과의원,의원,서울,서초구,서초동,"서울특별시 서초구 서초중앙로 110, 2층 (서초동, 서초동롯데캐슬메디치)",02-548-9400,http://www.mediflower.co.kr,40455,1,0,127.01448670000001,37.491593399999999,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ2MiQzNjEwMDIjNjEjJDEjJDgjJDgz
화인마취통증의학과의원,의원,서울,서초구,방배동,"서울특별시 서초구 동작대로 132, 7층 (방배동)",02-536-4393,http://,42006,1,0,126.9827781,37.4882676,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz
